timestamp_us,ax,ay,az,gx,gy,gz
10369512,1340,-48,-13724,62,368,74
10374412,1340,-48,-13724,62,368,74
10380312,1388,-72,-13728,87,318,107
10385112,1300,-116,-13768,86,365,108
10389912,1328,-80,-13692,89,337,112
10394712,1200,-72,-13700,88,342,113
10399512,1200,-72,-13700,88,342,113
10405412,1372,-204,-13764,82,347,132
10410212,1328,-120,-13576,74,334,124
10415112,1332,-56,-13540,96,350,105
10508512,1420,-32,-13640,82,333,105
10525412,1276,0,-13608,100,345,109
10530212,1356,-8,-13688,88,334,118
10535012,1416,-176,-13548,82,316,129
10631012,1356,-24,-13688,53,331,91
10634912,1388,-96,-13796,100,356,90
10639712,1468,-96,-13728,75,355,116
10644512,1468,-96,-13728,75,355,116
10650412,1408,-164,-13580,91,338,112
10655212,1264,-64,-13752,90,370,106
10660012,1360,-44,-13804,66,346,102
10664812,1284,32,-13728,84,330,108
10669712,1256,-112,-13716,71,336,104
10674512,1256,-112,-13716,71,336,104
10680412,1384,-128,-13684,86,321,79
10685212,1368,-12,-13620,87,351,92
10690012,1432,-176,-13764,77,338,71
10694812,1300,-64,-13788,84,325,88
10785012,1348,-84,-13688,90,353,103
10789912,1236,4,-13768,85,330,94
10794712,1396,-112,-13728,91,335,96
10799612,1396,-112,-13728,91,335,96
10804412,1384,-80,-13604,72,346,104
10810312,1304,-180,-13680,95,329,95
10882712,1384,-40,-13752,87,342,103
10885512,1396,-80,-13584,99,346,105
10890312,1388,-64,-13576,100,349,106
10895112,1344,-128,-13724,77,355,127
10899912,1360,0,-13716,77,356,94
10904712,1360,0,-13716,77,356,94
10909512,1448,-24,-13680,112,351,91
10915412,1280,-112,-13708,80,357,127
10920212,1420,-92,-13660,86,345,121
10925112,1380,-76,-13756,66,333,102
10935110,1400,-72,-13636,75,347,112
10939910,1412,-16,-13708,78,323,94
11031110,1272,-168,-13576,106,354,96
11035113,1380,-56,-13720,76,336,87
11039910,1348,-124,-13716,100,340,93
11044710,1348,-124,-13716,100,340,93
11049512,1412,-156,-13840,89,352,86
11055412,1388,-32,-13728,73,328,105
11060212,1216,-108,-13612,74,365,79
11065112,1240,-204,-13700,85,326,109
11137813,1276,-112,-13788,65,336,112
11139412,1276,-112,-13788,65,336,112
11145312,1412,-104,-13720,81,332,122
11150112,1352,-4,-13632,88,333,83
11154912,1400,-40,-13772,105,337,92
11159712,1400,-40,-13772,105,337,92
11164512,1404,-160,-13648,62,348,100
11170412,1336,-128,-13744,71,346,100
11175312,1364,-40,-13736,78,327,93
11267910,1224,4,-13776,73,376,98
11269510,1224,4,-13776,73,376,98
11275412,1400,-80,-13712,84,340,99
11280212,1304,-128,-13744,89,357,94
11285012,1404,-60,-13836,82,342,89
11289912,1404,-60,-13836,82,342,89
11294712,1404,-64,-13692,85,344,90
11299512,1356,-68,-13648,81,341,88
11305412,1264,-80,-13796,77,357,79
11310212,1332,-32,-13600,102,353,99
11315012,1384,-112,-13684,88,330,93
11386912,1356,-144,-13704,86,349,82
11389512,1356,-144,-13704,86,349,82
11395412,1416,-76,-13600,87,329,101
11400212,1432,-132,-13732,88,341,102
11405012,1396,-60,-13576,75,333,108
11409812,1396,-60,-13576,75,333,108
11414612,1376,-100,-13584,96,345,99
11503512,1376,-100,-13584,96,345,99
11518212,1352,-108,-13832,61,356,87
11519712,1352,-108,-13832,61,356,87
11524512,1372,-132,-13752,82,330,109
11530412,1336,-44,-13556,95,333,90
11535212,1260,8,-13624,97,333,77
11540112,1328,0,-13708,89,320,100
11544912,1328,0,-13708,89,320,100
11549712,1304,-36,-13708,87,349,75
11554512,1328,16,-13716,74,363,108
11560412,1380,-32,-13740,98,347,98
11565212,1344,-164,-13656,77,350,90
11570012,1344,-164,-13656,77,350,90
11665810,1304,-92,-13724,97,346,81
11669910,1304,-92,-13724,97,346,81
11674710,1408,-24,-13768,82,349,87
11679510,1348,-64,-13636,78,327,94
11684412,1440,-128,-13716,97,369,90
11777918,1248,-228,-13620,89,329,92
11779518,1248,-228,-13620,89,329,92
11784412,1372,-132,-13696,89,350,75
11790312,1332,-224,-13672,69,348,123
11795112,1332,-224,-13672,69,348,123
11800012,1320,-256,-13732,85,329,101
11804812,1356,-152,-13644,93,321,117
11809612,1392,-64,-13576,78,322,102
11814412,1264,-116,-13700,86,352,130
11820312,1316,-76,-13724,96,336,113
11825112,1316,-76,-13724,96,336,113
11829912,1324,-44,-13672,74,343,117
11834712,1328,-76,-13584,80,361,100
11839612,1436,-40,-13828,95,314,87
11844412,1400,-32,-13736,83,347,106
11917210,1416,4,-13716,95,347,90
11919812,1416,4,-13716,95,347,90
11924612,1408,-100,-13752,97,340,103
11934512,1420,-56,-13768,95,333,88
12026712,1300,-68,-13692,49,325,95
12029412,1300,-68,-13692,49,325,95
12035312,1468,-108,-13788,91,302,84
12040212,1468,-108,-13788,91,302,84
12045012,1400,56,-13768,83,373,107
12049812,1432,-16,-13744,89,338,98
12054612,1372,-32,-13648,80,338,97
12059412,1424,-8,-13708,89,328,107
12065312,1388,-68,-13564,101,352,118
12070112,1268,-20,-13708,93,317,102
12074912,1364,124,-13716,71,355,94
12079812,1364,36,-13732,107,348,99
12084612,1304,-44,-13768,70,308,90
12089412,1340,-28,-13696,102,348,98
12095312,1388,-80,-13632,64,359,73
12100112,1404,-52,-13828,60,358,87
12171312,1356,-132,-13652,66,349,106
12263312,1384,-88,-13804,76,344,89
12264912,1384,-88,-13804,76,344,89
12269712,1392,-12,-13720,65,328,116
12274512,1332,-124,-13720,63,377,112
12280412,1372,-68,-13716,95,352,109
12285212,1372,-68,-13716,95,352,109
12290012,1276,-108,-13788,105,339,117
12294812,1316,-112,-13832,100,333,118
12299612,1468,-128,-13668,97,337,94
12304512,1364,-128,-13744,104,334,99
12310412,1352,-120,-13740,87,332,105
12315212,1300,-188,-13652,70,372,100
12320012,1472,40,-13788,59,352,76
12324812,1360,-132,-13668,76,342,107
12329612,1336,-84,-13644,75,349,76
12334412,1348,36,-13652,80,348,84
12429112,1340,-48,-13664,79,332,75
12442512,1380,-64,-13756,89,332,94
12445112,1380,-64,-13756,89,332,94
12519010,1432,8,-13752,75,359,94
12520612,1364,-16,-13752,100,348,92
12525412,1364,-16,-13752,100,348,92
12530212,1416,-116,-13552,96,338,117
12535012,1364,-56,-13640,99,346,106
12539812,1428,-48,-13656,101,357,102
12544612,1360,-76,-13728,83,348,93
12549412,1392,-20,-13680,75,329,120
12555312,1440,0,-13648,81,342,111
12560212,1372,72,-13764,67,344,125
12565012,1360,-92,-13788,114,336,98
12569812,1448,-84,-13744,94,340,89
12574612,1424,-136,-13692,75,357,103
12579412,1400,-84,-13672,73,344,110
12585312,1328,-92,-13768,71,354,86
12590112,1644,0,-14084,199,285,120
12703610,1288,16,-13704,20,249,95
12705212,1288,16,-13704,20,249,95
12710112,1248,32,-13728,56,366,101
12714912,1344,-64,-13820,108,386,91
12786712,1436,-192,-13772,61,410,108
12789412,1436,-192,-13772,61,410,108
12795312,1372,0,-13532,79,337,86
12800212,1436,12,-13644,102,323,101
12805012,1276,-40,-13684,107,307,105
12809812,1292,-92,-13708,65,369,109
12814612,1312,-28,-13892,68,333,118
12819412,1324,-112,-13664,83,301,99
12825312,1304,-200,-13480,53,332,98
12830112,1340,-16,-13840,44,347,102
12834912,1428,44,-13852,37,343,93
12839812,1380,-60,-12924,39,110,69
12844612,1332,4,-14444,316,351,108
12849412,1296,-120,-13928,-106,228,81
12940410,1408,-192,-14272,55,417,118
12961110,1356,-120,-13448,-23,367,96
12964810,1356,-120,-13448,-23,367,96
12969612,1296,88,-13796,114,339,109
12974412,1180,12,-13632,94,277,88
12980312,1304,84,-13848,152,294,86
13052912,1184,-228,-13540,175,438,112
13054512,1184,-228,-13540,175,438,112
13060412,1452,-72,-13504,46,478,127
13065212,1188,28,-14116,-19,269,130
13070112,1132,-80,-13436,132,327,124
13074912,1160,-176,-14108,42,385,97
13079712,1236,-56,-13488,62,349,85
13084512,1332,20,-13740,41,392,96
13090412,1404,-104,-13892,21,308,114
13095212,1364,-156,-13556,79,366,102
13100012,1456,-188,-13792,73,357,68
13104812,1416,-104,-13776,38,323,81
13196910,1424,-268,-14868,51,635,116
13199510,1424,-268,-14868,51,635,116
13205412,1508,-372,-12752,23,333,107
13210212,1428,-104,-13964,104,367,125
13215012,1324,-152,-13720,98,245,118
13219912,1336,-44,-13792,143,376,103
13224712,1292,-128,-13752,15,466,92
13229512,1332,64,-13844,111,271,122
13303310,1296,64,-13800,64,337,77
13304810,1296,64,-13800,64,337,77
13309610,1328,-64,-13768,68,360,83
13314412,1504,-88,-13644,110,331,81
13320312,1352,-44,-13496,109,369,88
13325112,1212,-8,-13800,90,326,88
13330012,1292,-40,-13684,107,350,88
13334812,1408,-124,-13612,87,352,86
13339612,1424,-80,-13712,82,335,89
13344412,1412,-104,-13672,106,330,84
13435712,1508,-44,-13616,84,279,59
13449220,1488,-64,-13520,86,336,68
13450710,1488,-64,-13520,86,336,68
13454412,1504,-32,-13768,103,371,109
13460312,1344,-84,-13700,80,353,88
13465112,1420,-124,-13716,84,326,100
13470012,1352,8,-13736,105,341,117
13474812,1280,-96,-13664,77,328,114
13479612,1296,24,-13704,106,347,118
13484412,1236,-132,-13832,88,339,91
13556312,1376,-232,-13576,94,380,96
13560212,1376,-232,-13576,94,380,96
13565012,1316,-316,-13796,93,341,126
13569912,1396,-212,-13672,118,374,131
13574712,1380,-208,-13728,64,339,129
13579512,1204,-256,-13784,105,321,154
13585412,1248,-284,-13688,53,372,183
13590212,1208,-64,-13716,62,324,158
13595012,1312,64,-13856,77,297,76
13709112,1452,-108,-13604,53,304,114
13710712,1452,-108,-13604,53,304,114
13714612,1352,-132,-13816,149,370,111
13719412,1408,-100,-13800,42,309,96
13725312,1320,-272,-13568,117,389,103
13730112,1528,-184,-13888,55,333,104
13734912,1264,-172,-13464,93,384,103
13739812,1420,-160,-13800,74,335,112
13744612,1372,-220,-13728,121,334,123
13749412,1264,-332,-13768,48,349,133
13755312,1336,-216,-13588,60,340,107
13829810,1412,28,-13748,121,347,80
13834910,1392,-40,-13720,77,333,84
13839712,1416,-128,-13680,81,337,86
13844512,1388,-44,-13740,83,331,75
13850412,1484,4,-13392,75,338,118
13855312,1316,-180,-13576,88,370,109
13948821,1416,-20,-13760,83,355,92
13963512,1340,-16,-13752,81,344,89
13965012,1340,-16,-13752,81,344,89
13969812,1400,-64,-13560,69,352,106
13974612,1484,8,-13544,61,340,107
13979412,1332,60,-13744,74,377,99
13985412,1328,120,-13528,59,342,122
13990212,1520,32,-13892,81,367,99
13995012,1504,48,-13776,89,358,121
13999812,1288,-24,-13864,93,293,125
14004612,1264,-176,-13560,105,384,139
14009412,1280,-144,-13872,90,381,113
14015312,1216,-152,-13712,130,342,109
14020112,1256,-160,-13720,107,304,119
14092312,1220,-100,-13828,93,336,107
14095112,1220,-100,-13828,93,336,107
14100012,1160,-24,-13628,91,333,118
14104812,1208,-36,-13648,62,350,94
14109612,1400,168,-13880,90,320,96
14199610,1400,168,-13880,90,320,96
14204612,1420,-76,-13716,69,368,83
14209412,1364,-120,-13768,57,347,78
14215412,1452,0,-13756,72,333,82
14220212,1364,4,-13700,101,339,86
14225012,1444,-60,-13672,87,337,78
14229812,1420,-84,-13880,78,347,94
14234612,1540,-216,-13696,63,336,84
14239412,1408,-80,-13800,65,354,85
14245412,1380,32,-13764,82,351,101
14250212,1416,4,-13520,86,334,116
14255012,1448,-112,-13512,91,333,92
14259812,1352,-44,-13676,93,324,110
14264612,1348,-120,-13664,97,342,123
14269412,1276,12,-13612,46,366,106
14341012,1432,-136,-13800,100,350,101
14345012,1380,-60,-13760,72,340,117
14435210,1392,-52,-13760,96,318,85
14449710,1376,-160,-13772,55,362,97
14454612,1360,-92,-13856,71,326,90
14459412,1368,-116,-13648,70,325,105
14465412,1304,-180,-13644,88,332,114
14470212,1264,-172,-13804,82,341,112
14475012,1428,-108,-13728,91,327,102
14479812,1324,-76,-13724,82,343,102
14484612,1400,-16,-13592,82,366,114
14489412,1332,-136,-13840,69,323,119
14495412,1340,-80,-13648,104,344,112
14500212,1364,-108,-13564,91,338,118
14505012,1312,-96,-13696,87,333,116
14509812,1376,-188,-13680,74,332,90
14514612,1380,-72,-13796,90,344,109
14519412,1400,-112,-13584,77,332,101
14613710,1320,-44,-13592,106,327,86
14615212,1320,-44,-13592,106,327,86
14714711,1524,-140,-13764,75,350,87
14719710,1384,-24,-13672,75,356,101
14724510,1516,-96,-13656,76,351,100
14730410,1364,0,-13708,64,306,90
14735212,1388,84,-13696,89,354,103
14740012,1352,-100,-13708,46,352,106
14744812,1424,-72,-13668,76,337,99
14749712,1492,0,-13812,77,341,115
14754512,1356,-24,-13664,74,330,80
14760412,1372,32,-13580,73,353,85
14765212,1432,-8,-13752,129,351,113
14770012,1408,-16,-13732,101,314,81
14774812,1216,-140,-13760,83,348,83
14779612,1364,64,-13852,66,352,100
14784412,1308,-12,-13692,58,338,78
14877710,1316,-68,-13584,103,337,112
14880416,1316,-68,-13584,103,337,112
14885212,1236,-44,-13672,87,334,74
14890012,1364,-40,-13692,107,331,90
14894812,1364,-84,-13676,104,346,86
14966712,1400,4,-13612,70,348,123
14981210,1460,-12,-13768,89,330,85
14985010,1344,24,-13792,91,351,90
14989912,1320,-108,-13520,77,346,83
14994712,1372,-80,-13592,65,339,89
14999512,1352,-36,-13676,108,338,103
15005412,1284,-92,-13808,75,334,84
15010212,1320,-72,-13716,80,348,97
15015012,1412,-140,-13716,107,341,104
15019812,1404,-96,-13760,65,333,87
15024612,1372,-136,-13696,89,333,101
15029512,1472,-112,-13688,92,355,84
15035412,1352,-124,-13624,71,336,77
15127710,1344,-44,-13700,94,350,76
15130310,1344,-44,-13700,94,350,76
15135112,1324,-20,-13668,80,324,105
15139912,1468,-204,-13788,89,330,92
15144712,1308,-136,-13784,95,327,102
15149512,1400,-52,-13688,84,377,93
15155412,1360,-60,-13648,84,332,96
15227412,1264,-76,-13712,73,346,109
15230212,1264,-76,-13712,73,346,109
15235012,1456,-28,-13692,104,335,99
15239812,1404,-64,-13704,79,328,110
15244612,1336,-8,-13660,101,334,116
15249412,1416,-72,-13668,86,346,89
15255412,1332,-104,-13808,115,321,93
15260212,1300,-56,-13732,94,330,80
15265012,1340,36,-13728,94,353,89
15269812,1352,-88,-13616,95,339,116
15274612,1336,-128,-13676,86,349,78
15365014,1336,-128,-13676,86,349,78
15369912,1372,-180,-13684,114,325,96
15374712,1304,16,-13668,63,359,94
15379612,1352,-32,-13584,78,344,85
15384412,1304,0,-13748,65,341,100
15390312,1408,-16,-13716,87,360,85
15395112,1400,-24,-13832,99,322,86
15399912,1352,-128,-13720,93,352,109
15404712,1368,8,-13612,77,323,107
15476710,1392,-92,-13792,95,349,99
15490210,1304,-48,-13676,67,339,103
